subset,class,spec,role,dungeon,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
all,Druid,Balance,DPS,The Blinding Vale,1502,1492,1180,191271,194924,240585,0.73,60.1,299.5,49,24.5,24.5,51.0,2902.0
all,Druid,Balance,DPS,Voidscar Arena,1692,1680,1318,179758,185796,231927,0.74,57.1,299.5,102,40.2,27.5,32.4,2893.0
all,Druid,Feral,DPS,Altar of Fangs,478,477,342,234588,242356,294110,0.47,65.7,300.2,28,57.1,21.4,21.4,3118.0
all,Druid,Feral,DPS,Den of Nalorakk,451,448,325,176340,179075,222939,0.49,64.5,299.9,26,38.5,50.0,11.5,3119.0
all,Druid,Feral,DPS,Kings' Rest,417,415,305,137826,142448,170819,0.6,60.4,299.3,27,44.4,37.0,18.5,3132.0
all,Druid,Feral,DPS,Murder Row,453,452,337,185622,192338,240996,0.67,60.9,299.6,27,48.1,22.2,29.6,3064.0
all,Druid,Feral,DPS,Ruby Life Pools,420,419,317,198050,204570,260954,0.51,64.5,298.5,24,58.3,25.0,16.7,3165.0
all,Druid,Feral,DPS,Temple of Sethraliss,450,448,318,193384,199956,245559,0.72,55.3,299.3,30,53.3,23.3,23.3,3112.0
all,Druid,Feral,DPS,The Blinding Vale,427,427,304,207635,215041,267797,0.78,51.8,299.3,31,61.3,29.0,9.7,3099.0
all,Druid,Feral,DPS,Voidscar Arena,426,425,317,187805,190878,248228,0.7,56.1,299.7,34,61.8,20.6,17.6,3092.0
all,Druid,Guardian,Tank,Altar of Fangs,1288,1288,914,114278,114842,147949,0.13,90.6,300.4,76,55.3,14.5,30.3,2937.0
all,Druid,Guardian,Tank,Den of Nalorakk,1179,1179,899,87907,87126,115164,0.11,91.1,299.5,53,45.3,34.0,20.8,2957.0
all,Druid,Guardian,Tank,Kings' Rest,1196,1196,916,72850,73765,93660,0.14,88.2,299.5,51,56.9,15.7,27.5,2955.0
all,Druid,Guardian,Tank,Murder Row,1600,1600,1129,97814,98564,130941,0.21,84.4,300.1,103,46.6,26.2,27.2,2916.0
all,Druid,Guardian,Tank,Ruby Life Pools,1109,1109,903,99036,99145,133712,0.16,87.0,298.3,54,59.3,25.9,14.8,2942.0
all,Druid,Guardian,Tank,Temple of Sethraliss,1067,1067,841,97847,98814,127023,0.19,84.1,299.6,51,47.1,27.5,25.5,2960.0
all,Druid,Guardian,Tank,The Blinding Vale,996,996,796,103808,104150,137015,0.11,91.6,299.1,47,51.1,38.3,10.6,2952.0
all,Druid,Guardian,Tank,Voidscar Arena,1357,1357,1030,94710,94988,126221,0.17,86.4,299.2,80,50.0,26.2,23.8,2923.0
all,Druid,Restoration,Healer,Altar of Fangs,510,510,424,15358,10746,26778,0.57,62.4,297.1,19,57.9,21.1,21.1,2853.0
all,Druid,Restoration,Healer,Den of Nalorakk,470,470,391,14278,11048,24528,0.54,63.6,296.1,16,62.5,25.0,12.5,2875.0
all,Druid,Restoration,Healer,Kings' Rest,463,463,401,13314,11531,23817,0.71,58.3,295.3,17,52.9,29.4,17.6,2861.0
all,Druid,Restoration,Healer,Murder Row,775,775,611,15544,10984,29146,0.39,72.4,297.7,46,54.3,26.1,19.6,2859.0
all,Druid,Restoration,Healer,Ruby Life Pools,464,464,416,13991,10644,27448,0.48,68.1,294.6,19,68.4,21.1,10.5,2856.0
all,Druid,Restoration,Healer,Temple of Sethraliss,562,562,456,13571,10196,25449,0.65,57.1,297.5,30,63.3,20.0,16.7,2831.0
all,Druid,Restoration,Healer,The Blinding Vale,454,454,402,14622,11246,26553,0.57,63.0,295.7,20,65.0,30.0,5.0,2843.0
all,Druid,Restoration,Healer,Voidscar Arena,608,608,511,14813,11420,27711,0.57,62.2,296.7,34,67.6,17.6,14.7,2874.0
all,Evoker,Augmentation,DPS,Altar of Fangs,121,121,101,176019,182542,229183,0.45,70.2,298.2,3,33.3,33.3,33.3,2838.0
all,Evoker,Augmentation,DPS,Den of Nalorakk,132,132,116,133032,136336,171386,0.57,68.9,295.8,2,50.0,0.0,50.0,2791.0
all,Evoker,Augmentation,DPS,Kings' Rest,137,137,123,113502,119300,140396,0.31,81.0,295.0,4,50.0,25.0,25.0,2875.0
all,Evoker,Augmentation,DPS,Murder Row,159,159,125,155355,161242,199840,0.25,84.3,297.2,3,66.7,0.0,33.3,2923.0
all,Evoker,Augmentation,DPS,Ruby Life Pools,141,141,122,157744,162453,205557,0.4,70.2,296.1,4,75.0,25.0,0.0,2792.0
all,Evoker,Augmentation,DPS,Temple of Sethraliss,156,156,131,149018,151594,189139,0.49,72.4,298.1,5,60.0,20.0,20.0,2888.0
all,Evoker,Augmentation,DPS,The Blinding Vale,130,130,117,160335,165650,213818,0.44,75.4,295.1,2,100.0,0.0,0.0,2792.0
all,Evoker,Augmentation,DPS,Voidscar Arena,146,146,127,147900,153632,194197,0.68,67.1,297.1,4,100.0,0.0,0.0,2796.0
all,Evoker,Devastation,DPS,Altar of Fangs,697,683,497,225400,228080,282252,0.63,59.3,299.8,25,40.0,12.0,48.0,2822.0
all,Evoker,Devastation,DPS,Den of Nalorakk,538,535,432,168456,171328,209385,0.66,61.7,298.9,15,46.7,33.3,20.0,2808.0
all,Evoker,Devastation,DPS,Kings' Rest,591,581,455,148287,152190,180902,0.59,64.0,299.6,27,37.0,14.8,48.1,2840.0
all,Evoker,Devastation,DPS,Murder Row,752,738,534,192202,199201,234061,0.49,67.4,300.3,43,30.2,16.3,53.5,2801.0
all,Evoker,Devastation,DPS,Ruby Life Pools,589,582,482,198244,202319,251054,0.62,62.5,298.1,23,47.8,13.0,39.1,2823.0
all,Evoker,Devastation,DPS,Temple of Sethraliss,821,792,540,201081,206550,245803,0.65,59.0,300.7,42,28.6,23.8,47.6,2828.0
all,Evoker,Devastation,DPS,The Blinding Vale,561,552,431,208795,211842,254593,0.68,59.4,299.0,16,43.8,43.8,12.5,2783.0
all,Evoker,Devastation,DPS,Voidscar Arena,751,739,565,187722,190215,236577,0.76,56.6,299.5,36,38.9,25.0,36.1,2824.0
all,Evoker,Preservation,Healer,Altar of Fangs,765,765,550,45877,44541,67752,0.67,59.9,299.9,42,33.3,35.7,31.0,2824.0
all,Evoker,Preservation,Healer,Den of Nalorakk,615,615,491,36663,34656,56497,0.77,52.0,298.9,23,39.1,43.5,17.4,2849.0
all,Evoker,Preservation,Healer,Kings' Rest,675,675,532,35217,33739,53177,0.7,58.1,298.9,24,29.2,45.8,25.0,2819.0
all,Evoker,Preservation,Healer,Murder Row,966,966,674,39679,38582,58463,0.51,67.7,300.2,55,29.1,25.5,45.5,2806.0
all,Evoker,Preservation,Healer,Ruby Life Pools,661,661,550,40844,38889,63023,0.69,59.2,297.9,30,30.0,46.7,23.3,2846.0
all,Evoker,Preservation,Healer,Temple of Sethraliss,724,724,497,39931,38484,59899,0.77,52.3,301.0,37,21.6,27.0,51.4,2845.0
all,Evoker,Preservation,Healer,The Blinding Vale,598,598,469,42165,41302,62785,0.8,54.2,298.9,18,61.1,16.7,22.2,2811.0
all,Evoker,Preservation,Healer,Voidscar Arena,709,709,557,39230,37884,58838,0.83,57.3,299.7,33,42.4,21.2,36.4,2840.0
all,Hunter,BeastMastery,DPS,Altar of Fangs,1393,1369,1189,189604,191438,243362,0.56,64.5,298.9,69,46.4,27.5,26.1,2831.0
all,Hunter,BeastMastery,DPS,Den of Nalorakk,1326,1304,1155,149299,150928,189488,0.52,65.5,298.6,66,39.4,28.8,31.8,2885.0
all,Hunter,BeastMastery,DPS,Kings' Rest,1826,1779,1534,131923,136062,164782,0.51,64.3,298.5,79,49.4,25.3,25.3,2840.0
all,Hunter,BeastMastery,DPS,Murder Row,1659,1623,1363,162277,166967,209125,0.36,77.0,299.4,105,44.8,26.7,28.6,2856.0
all,Hunter,BeastMastery,DPS,Ruby Life Pools,1589,1558,1432,168595,168825,221112,0.46,70.2,296.8,83,56.6,24.1,19.3,2849.0
all,Hunter,BeastMastery,DPS,Temple of Sethraliss,1785,1728,1437,177172,183301,226788,0.56,63.3,299.9,91,39.6,25.3,35.2,2875.0
all,Hunter,BeastMastery,DPS,The Blinding Vale,1496,1469,1310,181885,185238,231625,0.55,66.9,298.1,76,52.6,35.5,11.8,2878.0
all,Hunter,BeastMastery,DPS,Voidscar Arena,1744,1702,1472,162943,167005,210017,0.86,50.6,298.2,101,47.5,29.7,22.8,2850.0
all,Hunter,Marksmanship,DPS,Altar of Fangs,715,704,531,214515,218604,268719,0.58,63.6,301.3,40,25.0,15.0,60.0,2851.0
all,Hunter,Marksmanship,DPS,Den of Nalorakk,685,675,538,161859,165078,204882,0.5,64.7,300.0,21,23.8,19.0,57.1,2872.0
all,Hunter,Marksmanship,DPS,Kings' Rest,785,767,601,141563,146092,173568,0.5,65.1,301.0,36,19.4,33.3,47.2,2853.0
all,Hunter,Marksmanship,DPS,Murder Row,1296,1268,860,194136,200801,239278,0.38,72.6,302.3,79,24.1,12.7,63.3,2858.0
all,Hunter,Marksmanship,DPS,Ruby Life Pools,769,758,619,191536,196875,243780,0.5,65.5,299.8,39,48.7,15.4,35.9,2903.0
all,Hunter,Marksmanship,DPS,Temple of Sethraliss,1057,1041,711,194136,198970,235393,0.55,63.5,302.4,51,19.6,11.8,68.6,2838.0
all,Hunter,Marksmanship,DPS,The Blinding Vale,687,680,551,197434,201908,244044,0.61,62.4,300.0,23,43.5,13.0,43.5,2858.0
all,Hunter,Marksmanship,DPS,Voidscar Arena,807,800,631,180036,186424,225628,0.66,61.1,300.7,49,26.5,10.2,63.3,2854.0
all,Hunter,Survival,DPS,Altar of Fangs,170,169,145,175879,175980,223383,0.51,67.6,298.1,9,33.3,22.2,44.4,2971.0
all,Hunter,Survival,DPS,Den of Nalorakk,158,158,136,140151,138154,188761,0.49,65.8,297.7,6,33.3,33.3,33.3,2958.0
all,Hunter,Survival,DPS,Kings' Rest,181,181,146,124807,127655,161496,0.62,63.0,298.1,11,72.7,9.1,18.2,2948.0
all,Hunter,Survival,DPS,Murder Row,225,223,170,157268,163806,210285,0.43,72.4,299.0,24,33.3,20.8,45.8,2956.0
all,Hunter,Survival,DPS,Ruby Life Pools,180,179,165,165794,163880,216351,0.47,71.7,297.6,22,40.9,22.7,36.4,3029.0
all,Hunter,Survival,DPS,Temple of Sethraliss,201,198,167,168334,171404,223002,0.66,57.7,298.9,13,23.1,23.1,53.8,2916.0
all,Hunter,Survival,DPS,The Blinding Vale,191,190,163,172146,174369,223686,0.55,62.8,297.2,6,50.0,16.7,33.3,2925.0
all,Hunter,Survival,DPS,Voidscar Arena,194,193,168,153733,150265,202160,0.62,64.9,298.3,9,55.6,11.1,33.3,3032.0
all,Mage,Arcane,DPS,Altar of Fangs,5431,5267,3740,231290,238878,288194,0.54,63.7,302.7,267,27.7,29.6,42.7,2974.0
all,Mage,Arcane,DPS,Den of Nalorakk,5211,4994,3695,185694,190647,231184,0.53,64.1,302.1,224,23.7,34.4,42.0,2974.0
all,Mage,Arcane,DPS,Kings' Rest,5592,5320,3950,159623,165277,198685,0.52,63.0,302.2,252,24.2,36.1,39.7,3000.0
all,Mage,Arcane,DPS,Murder Row,8653,8092,5332,206433,213152,257013,0.44,69.1,302.9,507,23.9,30.4,45.8,2933.0
all,Mage,Arcane,DPS,Ruby Life Pools,5166,4988,3918,210620,216334,270864,0.46,67.5,300.6,257,29.2,35.8,35.0,3009.0
all,Mage,Arcane,DPS,Temple of Sethraliss,5117,4945,3655,204486,211385,255663,0.69,55.0,302.2,224,21.0,38.8,40.2,2980.0
all,Mage,Arcane,DPS,The Blinding Vale,5011,4834,3708,221914,228314,275898,0.64,58.6,301.6,217,27.6,31.8,40.6,2990.0
all,Mage,Arcane,DPS,Voidscar Arena,5531,5332,4015,197382,204569,251252,0.66,58.7,301.6,318,29.6,28.6,41.8,2969.0
all,Mage,Fire,DPS,Altar of Fangs,111,111,85,217230,225702,277781,0.42,74.8,298.0,3,66.7,0.0,33.3,2842.0
all,Mage,Fire,DPS,Den of Nalorakk,76,76,57,181015,186199,225692,0.3,76.3,297.4,2,50.0,0.0,50.0,2929.0
all,Mage,Fire,DPS,Kings' Rest,79,79,66,135731,147870,173460,0.22,82.3,296.0,5,80.0,20.0,0.0,2849.0
all,Mage,Fire,DPS,Murder Row,110,110,91,176278,189886,242144,0.25,82.7,296.9,7,57.1,0.0,42.9,2818.0
all,Mage,Fire,DPS,Ruby Life Pools,88,88,82,174292,176962,236235,0.33,78.4,294.6,2,50.0,0.0,50.0,2901.0
all,Mage,Fire,DPS,Temple of Sethraliss,69,69,59,179048,184318,239533,0.42,75.4,296.9,0,,,,2831.0
all,Mage,Fire,DPS,The Blinding Vale,78,78,66,186350,197596,240040,0.6,73.1,295.6,2,0.0,50.0,50.0,2822.0
all,Mage,Fire,DPS,Voidscar Arena,98,98,89,174856,188662,237602,0.45,72.4,295.7,4,100.0,0.0,0.0,2887.0
all,Mage,Frost,DPS,Altar of Fangs,146,143,138,147857,143273,206584,0.55,68.5,294.5,10,80.0,20.0,0.0,2868.0
all,Mage,Frost,DPS,Den of Nalorakk,132,131,128,124271,122128,168322,0.54,67.4,294.3,3,66.7,33.3,0.0,2804.0
all,Mage,Frost,DPS,Kings' Rest,213,213,203,113689,113884,153113,0.67,59.2,294.3,7,85.7,0.0,14.3,2752.0
all,Mage,Frost,DPS,Murder Row,207,206,197,136236,129611,188805,0.41,74.4,295.8,13,84.6,7.7,7.7,2735.0
all,Mage,Frost,DPS,Ruby Life Pools,263,262,244,145570,142361,200366,0.29,78.7,293.9,12,58.3,41.7,0.0,2961.0
all,Mage,Frost,DPS,Temple of Sethraliss,172,172,159,140242,140242,191183,0.73,56.4,295.1,10,70.0,10.0,20.0,2784.0
all,Mage,Frost,DPS,The Blinding Vale,169,167,160,153437,149468,204880,0.56,65.7,294.6,6,66.7,33.3,0.0,2774.0
all,Mage,Frost,DPS,Voidscar Arena,229,228,215,133410,129744,188823,0.63,59.4,295.1,15,73.3,26.7,0.0,2884.0
all,Monk,Brewmaster,Tank,Altar of Fangs,470,470,343,106735,110265,137188,0.33,77.2,298.9,19,47.4,26.3,26.3,3059.0
all,Monk,Brewmaster,Tank,Den of Nalorakk,583,583,435,88746,88767,115117,0.18,87.1,299.2,29,51.7,24.1,24.1,3062.0
all,Monk,Brewmaster,Tank,Kings' Rest,657,657,476,78497,80567,100080,0.25,82.2,298.7,24,62.5,29.2,8.3,3036.0
all,Monk,Brewmaster,Tank,Murder Row,816,816,567,94366,95882,123365,0.22,83.5,299.0,43,39.5,32.6,27.9,3025.0
all,Monk,Brewmaster,Tank,Ruby Life Pools,519,519,416,99749,99844,130503,0.29,79.2,297.9,26,65.4,15.4,19.2,3085.0
all,Monk,Brewmaster,Tank,Temple of Sethraliss,583,583,440,96336,97557,125670,0.19,85.8,298.9,19,42.1,21.1,36.8,2998.0
all,Monk,Brewmaster,Tank,The Blinding Vale,556,556,411,104118,106531,134720,0.19,87.9,298.6,23,43.5,30.4,26.1,3059.0
all,Monk,Brewmaster,Tank,Voidscar Arena,705,705,516,93715,95071,120883,0.33,77.2,299.4,42,57.1,19.0,23.8,3058.0
all,Monk,Mistweaver,Healer,Altar of Fangs,1152,1152,872,48723,49583,62012,0.4,71.4,298.6,61,57.4,27.9,14.8,2903.0
all,Monk,Mistweaver,Healer,Den of Nalorakk,1030,1030,806,39914,40390,52167,0.41,71.5,298.1,43,62.8,23.3,14.0,2911.0
all,Monk,Mistweaver,Healer,Kings' Rest,1059,1059,835,34911,35827,45561,0.42,70.7,298.0,51,60.8,23.5,15.7,2914.0
all,Monk,Mistweaver,Healer,Murder Row,1251,1251,969,41521,42288,53600,0.38,73.1,298.6,61,55.7,31.1,13.1,2917.0
all,Monk,Mistweaver,Healer,Ruby Life Pools,973,973,818,44328,45314,58876,0.43,69.8,296.6,52,65.4,25.0,9.6,2915.0
all,Monk,Mistweaver,Healer,Temple of Sethraliss,763,763,606,41962,42573,54870,0.53,65.3,298.0,32,68.8,21.9,9.4,2892.0
all,Monk,Mistweaver,Healer,The Blinding Vale,888,888,720,45644,46689,58264,0.46,68.4,297.3,46,56.5,23.9,19.6,2905.0
all,Monk,Mistweaver,Healer,Voidscar Arena,1136,1136,895,41738,42424,54034,0.4,71.0,297.8,80,58.8,23.8,17.5,2925.0
all,Monk,Windwalker,DPS,Altar of Fangs,958,953,721,208155,212364,273585,0.62,59.4,301.1,69,27.5,23.2,49.3,2896.0
all,Monk,Windwalker,DPS,Den of Nalorakk,919,913,720,164318,166048,213516,0.54,63.1,300.8,38,23.7,28.9,47.4,2879.0
all,Monk,Windwalker,DPS,Kings' Rest,902,898,705,136244,137947,177994,0.57,64.9,300.0,45,48.9,20.0,31.1,2925.0
all,Monk,Windwalker,DPS,Murder Row,1016,1012,743,181941,183679,242620,0.53,65.1,301.6,76,31.6,28.9,39.5,2921.0
all,Monk,Windwalker,DPS,Ruby Life Pools,814,809,691,181990,184510,245619,0.67,58.6,298.7,53,41.5,24.5,34.0,2943.0
all,Monk,Windwalker,DPS,Temple of Sethraliss,893,887,682,186652,190580,245182,0.65,57.8,300.7,45,35.6,26.7,37.8,2921.0
all,Monk,Windwalker,DPS,The Blinding Vale,889,888,681,193036,196199,254621,0.6,60.9,300.7,38,39.5,26.3,34.2,2912.0
all,Monk,Windwalker,DPS,Voidscar Arena,951,946,759,174040,177915,229029,0.68,61.1,300.2,64,40.6,23.4,35.9,2928.0
all,Paladin,Holy,Healer,Altar of Fangs,3612,3611,2627,29582,24812,55151,0.48,66.6,300.7,158,39.2,38.0,22.8,2961.0
all,Paladin,Holy,Healer,Den of Nalorakk,3094,3094,2330,25767,22264,46620,0.5,65.1,300.0,131,32.1,48.9,19.1,2962.0
all,Paladin,Holy,Healer,Kings' Rest,3405,3403,2484,24753,21610,45045,0.41,70.1,300.2,162,32.7,48.8,18.5,2975.0
all,Paladin,Holy,Healer,Murder Row,4119,4119,2976,25608,21211,48795,0.42,70.8,300.3,239,40.2,40.2,19.7,2970.0
all,Paladin,Holy,Healer,Ruby Life Pools,3258,3257,2545,25571,22016,45988,0.55,63.7,299.0,157,38.9,40.8,20.4,2977.0
all,Paladin,Holy,Healer,Temple of Sethraliss,3874,3873,2864,23107,19766,42689,0.64,57.4,300.2,165,39.4,44.8,15.8,2945.0
all,Paladin,Holy,Healer,The Blinding Vale,3365,3365,2573,25274,21492,46655,0.5,65.3,299.8,135,41.5,36.3,22.2,2954.0
all,Paladin,Holy,Healer,Voidscar Arena,3372,3371,2581,23594,20232,42639,0.51,66.3,299.3,173,47.4,35.3,17.3,2949.0
all,Paladin,Protection,Tank,Altar of Fangs,2466,2466,1780,113189,114686,143918,0.15,88.8,299.8,119,54.6,30.3,15.1,2964.0
all,Paladin,Protection,Tank,Den of Nalorakk,2030,2030,1557,88163,89865,111281,0.14,89.0,299.0,66,45.5,42.4,12.1,2987.0
all,Paladin,Protection,Tank,Kings' Rest,1882,1882,1496,73744,75833,93173,0.2,85.5,298.6,93,46.2,31.2,22.6,2967.0
all,Paladin,Protection,Tank,Murder Row,2614,2614,1930,95222,97056,122638,0.17,87.3,298.9,143,58.7,28.0,13.3,2956.0
all,Paladin,Protection,Tank,Ruby Life Pools,2109,2109,1708,101322,102920,131612,0.24,81.7,297.5,106,56.6,32.1,11.3,2981.0
all,Paladin,Protection,Tank,Temple of Sethraliss,2149,2149,1590,99733,101547,125955,0.14,88.1,299.3,87,48.3,31.0,20.7,2941.0
all,Paladin,Protection,Tank,The Blinding Vale,2077,2077,1632,104810,106797,132650,0.12,90.6,298.6,77,55.8,24.7,19.5,2963.0
