subset,class,spec,role,dungeon,parses,runs,characters,avg_dps,median_dps,p90_dps,avg_deaths,deathless_pct,avg_item_level,gear_known,pct_no_set,pct_2set,pct_4set,avg_player_rating
all,DeathKnight,Unholy,DPS,Altar of Fangs,1593,1570,1151,228598,234196,287457,0.3,76.1,300.5,81,32.1,27.2,40.7,2960.0
all,DeathKnight,Unholy,DPS,Den of Nalorakk,1350,1335,1063,169780,171607,213170,0.39,71.8,299.5,51,37.3,19.6,43.1,2946.0
all,DeathKnight,Unholy,DPS,Kings' Rest,1316,1297,1040,137773,142226,171536,0.41,71.3,299.5,58,34.5,22.4,43.1,2967.0
all,DeathKnight,Unholy,DPS,Murder Row,1551,1533,1105,190176,194972,237458,0.46,68.0,300.3,75,36.0,21.3,42.7,2954.0
all,DeathKnight,Unholy,DPS,Ruby Life Pools,1378,1359,1097,198042,202506,253841,0.31,76.7,298.9,72,34.7,33.3,31.9,2956.0
all,DeathKnight,Unholy,DPS,Temple of Sethraliss,1516,1494,1118,198707,202673,248665,0.41,70.5,300.2,64,26.6,39.1,34.4,2964.0
all,DeathKnight,Unholy,DPS,The Blinding Vale,1322,1302,1063,204803,207334,255117,0.45,69.6,299.1,48,27.1,20.8,52.1,2930.0
all,DeathKnight,Unholy,DPS,Voidscar Arena,1603,1575,1246,187706,192116,236159,0.43,70.4,299.6,80,42.5,21.2,36.2,2965.0
all,DemonHunter,Devourer,DPS,Altar of Fangs,1903,1877,1304,219039,223792,274239,0.64,59.0,301.3,71,39.4,25.4,35.2,2960.0
all,DemonHunter,Devourer,DPS,Den of Nalorakk,1627,1612,1216,171524,174733,212413,0.77,52.1,300.7,64,34.4,20.3,45.3,2984.0
all,DemonHunter,Devourer,DPS,Kings' Rest,1729,1709,1283,145352,150238,177196,0.77,51.4,300.4,72,40.3,25.0,34.7,2981.0
all,DemonHunter,Devourer,DPS,Murder Row,2823,2772,1779,192346,197144,236203,0.64,58.3,301.6,129,35.7,27.9,36.4,2950.0
all,DemonHunter,Devourer,DPS,Ruby Life Pools,1748,1725,1349,201268,205882,251753,0.5,63.7,299.4,86,37.2,31.4,31.4,2986.0
all,DemonHunter,Devourer,DPS,Temple of Sethraliss,1843,1819,1326,197217,203458,240944,0.8,50.2,300.9,68,26.5,27.9,45.6,2988.0
all,DemonHunter,Devourer,DPS,The Blinding Vale,1607,1585,1188,207367,212285,254782,0.86,48.9,300.4,63,36.5,30.2,33.3,2980.0
all,DemonHunter,Devourer,DPS,Voidscar Arena,2103,2073,1455,190314,194065,238289,0.7,57.0,300.8,100,36.0,27.0,37.0,2960.0
all,DemonHunter,Havoc,DPS,Altar of Fangs,544,542,452,197858,203222,253749,0.5,67.3,298.5,31,38.7,29.0,32.3,2899.0
all,DemonHunter,Havoc,DPS,Den of Nalorakk,483,482,414,157864,164118,201849,0.55,62.5,298.2,16,56.2,12.5,31.2,2871.0
all,DemonHunter,Havoc,DPS,Kings' Rest,573,570,486,127953,132043,163371,0.54,65.8,298.1,24,50.0,37.5,12.5,2924.0
all,DemonHunter,Havoc,DPS,Murder Row,760,755,603,181282,186217,233788,0.55,63.6,299.3,40,55.0,25.0,20.0,2883.0
all,DemonHunter,Havoc,DPS,Ruby Life Pools,575,568,483,179504,184186,232816,0.32,74.8,297.2,26,30.8,46.2,23.1,2909.0
all,DemonHunter,Havoc,DPS,Temple of Sethraliss,709,702,556,186526,193281,236074,0.5,63.0,299.3,33,54.5,21.2,24.2,2934.0
all,DemonHunter,Havoc,DPS,The Blinding Vale,507,505,410,186935,193425,234808,0.62,59.0,298.4,22,59.1,18.2,22.7,2922.0
all,DemonHunter,Havoc,DPS,Voidscar Arena,642,638,534,168530,175163,218109,0.46,70.6,297.9,42,54.8,33.3,11.9,2928.0
all,DemonHunter,Vengeance,Tank,Altar of Fangs,750,750,551,121974,123206,159023,0.09,93.1,300.0,45,53.3,20.0,26.7,2905.0
all,DemonHunter,Vengeance,Tank,Den of Nalorakk,667,667,515,94800,94474,126023,0.14,91.3,298.9,39,38.5,35.9,25.6,2937.0
all,DemonHunter,Vengeance,Tank,Kings' Rest,688,688,550,80757,80883,104759,0.12,92.3,298.7,51,47.1,27.5,25.5,2937.0
all,DemonHunter,Vengeance,Tank,Murder Row,1291,1291,854,108320,109040,139242,0.15,89.4,301.2,96,49.0,20.8,30.2,2888.0
all,DemonHunter,Vengeance,Tank,Ruby Life Pools,660,660,558,107770,109808,146298,0.21,86.2,296.9,42,61.9,26.2,11.9,2940.0
all,DemonHunter,Vengeance,Tank,Temple of Sethraliss,650,650,507,106996,107692,138987,0.1,91.7,299.4,37,62.2,21.6,16.2,2945.0
all,DemonHunter,Vengeance,Tank,The Blinding Vale,570,570,470,111602,113629,145214,0.07,94.9,298.4,26,42.3,30.8,26.9,2930.0
all,DemonHunter,Vengeance,Tank,Voidscar Arena,883,883,668,104191,105530,140380,0.23,86.1,299.2,52,38.5,26.9,34.6,2912.0
all,Druid,Balance,DPS,Altar of Fangs,1869,1860,1345,209952,217003,265838,0.52,64.6,300.6,98,32.7,23.5,43.9,2895.0
all,Druid,Balance,DPS,Den of Nalorakk,1676,1663,1261,164559,167698,210480,0.55,64.9,300.1,73,37.0,27.4,35.6,2911.0
all,Druid,Balance,DPS,Kings' Rest,1544,1531,1220,136214,140526,168083,0.54,63.3,299.8,77,32.5,28.6,39.0,2925.0
all,Druid,Balance,DPS,Murder Row,2100,2083,1484,185990,192975,234549,0.44,70.4,300.6,99,36.4,28.3,35.4,2892.0
all,Druid,Balance,DPS,Ruby Life Pools,1429,1420,1185,175725,180092,225168,0.58,63.1,298.1,63,46.0,22.2,31.7,2911.0
all,Druid,Balance,DPS,Temple of Sethraliss,1631,1617,1232,179877,183504,226278,0.74,55.4,300.2,67,28.4,29.9,41.8,2896.0
all,Druid,Balance,DPS,The Blinding Vale,1502,1492,1180,189595,193386,239243,0.73,60.1,299.5,49,24.5,24.5,51.0,2902.0
all,Druid,Balance,DPS,Voidscar Arena,1692,1680,1318,178306,183966,230406,0.74,57.1,299.5,102,40.2,27.5,32.4,2893.0
all,Druid,Feral,DPS,Altar of Fangs,478,477,342,232973,241240,289503,0.47,65.7,300.2,28,57.1,21.4,21.4,3118.0
all,Druid,Feral,DPS,Den of Nalorakk,451,448,325,174997,178201,221533,0.49,64.5,299.9,26,38.5,50.0,11.5,3119.0
all,Druid,Feral,DPS,Kings' Rest,417,415,305,136779,141159,169735,0.6,60.4,299.3,27,44.4,37.0,18.5,3132.0
all,Druid,Feral,DPS,Murder Row,453,452,337,184194,190282,239306,0.67,60.9,299.6,27,48.1,22.2,29.6,3064.0
all,Druid,Feral,DPS,Ruby Life Pools,420,419,317,196035,202229,256856,0.51,64.5,298.5,24,58.3,25.0,16.7,3165.0
all,Druid,Feral,DPS,Temple of Sethraliss,450,448,318,190880,197524,239950,0.72,55.3,299.3,30,53.3,23.3,23.3,3112.0
all,Druid,Feral,DPS,The Blinding Vale,427,427,304,205073,211556,260515,0.78,51.8,299.3,31,61.3,29.0,9.7,3099.0
all,Druid,Feral,DPS,Voidscar Arena,426,425,317,185506,189583,244310,0.7,56.1,299.7,34,61.8,20.6,17.6,3092.0
all,Druid,Guardian,Tank,Altar of Fangs,1288,1288,914,113717,114466,147417,0.13,90.6,300.4,76,55.3,14.5,30.3,2937.0
all,Druid,Guardian,Tank,Den of Nalorakk,1179,1179,899,87359,86420,113972,0.11,91.1,299.5,53,45.3,34.0,20.8,2957.0
all,Druid,Guardian,Tank,Kings' Rest,1196,1196,916,72508,73388,92962,0.14,88.2,299.5,51,56.9,15.7,27.5,2955.0
all,Druid,Guardian,Tank,Murder Row,1600,1600,1129,97343,97870,130625,0.21,84.4,300.1,103,46.6,26.2,27.2,2916.0
all,Druid,Guardian,Tank,Ruby Life Pools,1109,1109,903,98400,98544,132879,0.16,87.0,298.3,54,59.3,25.9,14.8,2942.0
all,Druid,Guardian,Tank,Temple of Sethraliss,1067,1067,841,96911,97353,125547,0.19,84.1,299.6,51,47.1,27.5,25.5,2960.0
all,Druid,Guardian,Tank,The Blinding Vale,996,996,796,102911,102946,134996,0.11,91.6,299.1,47,51.1,38.3,10.6,2952.0
all,Druid,Guardian,Tank,Voidscar Arena,1357,1357,1030,93998,94438,125015,0.17,86.4,299.2,80,50.0,26.2,23.8,2923.0
all,Druid,Restoration,Healer,Altar of Fangs,510,510,424,15297,10700,26718,0.57,62.4,297.1,19,57.9,21.1,21.1,2853.0
all,Druid,Restoration,Healer,Den of Nalorakk,470,470,391,14220,11052,24656,0.54,63.6,296.1,16,62.5,25.0,12.5,2875.0
all,Druid,Restoration,Healer,Kings' Rest,463,463,401,13266,11298,23863,0.71,58.3,295.3,17,52.9,29.4,17.6,2861.0
all,Druid,Restoration,Healer,Murder Row,775,775,611,15512,10946,29146,0.39,72.4,297.7,46,54.3,26.1,19.6,2859.0
all,Druid,Restoration,Healer,Ruby Life Pools,464,464,416,13952,10589,27377,0.48,68.1,294.6,19,68.4,21.1,10.5,2856.0
all,Druid,Restoration,Healer,Temple of Sethraliss,562,562,456,13488,10151,25434,0.65,57.1,297.5,30,63.3,20.0,16.7,2831.0
all,Druid,Restoration,Healer,The Blinding Vale,454,454,402,14555,11218,26629,0.57,63.0,295.7,20,65.0,30.0,5.0,2843.0
all,Druid,Restoration,Healer,Voidscar Arena,608,608,511,14720,11229,27399,0.57,62.2,296.7,34,67.6,17.6,14.7,2874.0
all,Evoker,Augmentation,DPS,Altar of Fangs,121,121,101,175310,179838,231000,0.45,70.2,298.2,3,33.3,33.3,33.3,2838.0
all,Evoker,Augmentation,DPS,Den of Nalorakk,132,132,116,132485,134465,171159,0.57,68.9,295.8,2,50.0,0.0,50.0,2791.0
all,Evoker,Augmentation,DPS,Kings' Rest,137,137,123,113349,118660,141090,0.31,81.0,295.0,4,50.0,25.0,25.0,2875.0
all,Evoker,Augmentation,DPS,Murder Row,159,159,125,154953,160787,199176,0.25,84.3,297.2,3,66.7,0.0,33.3,2923.0
all,Evoker,Augmentation,DPS,Ruby Life Pools,141,141,122,157361,161927,206161,0.4,70.2,296.1,4,75.0,25.0,0.0,2792.0
all,Evoker,Augmentation,DPS,Temple of Sethraliss,156,156,131,148299,151070,189272,0.49,72.4,298.1,5,60.0,20.0,20.0,2888.0
all,Evoker,Augmentation,DPS,The Blinding Vale,130,130,117,159585,164760,212921,0.44,75.4,295.1,2,100.0,0.0,0.0,2792.0
all,Evoker,Augmentation,DPS,Voidscar Arena,146,146,127,147209,151304,194806,0.68,67.1,297.1,4,100.0,0.0,0.0,2796.0
all,Evoker,Devastation,DPS,Altar of Fangs,697,683,497,224459,226980,281458,0.63,59.3,299.8,25,40.0,12.0,48.0,2822.0
all,Evoker,Devastation,DPS,Den of Nalorakk,538,535,432,167655,170962,208746,0.66,61.7,298.9,15,46.7,33.3,20.0,2808.0
all,Evoker,Devastation,DPS,Kings' Rest,591,581,455,147583,151187,180444,0.59,64.0,299.6,27,37.0,14.8,48.1,2840.0
all,Evoker,Devastation,DPS,Murder Row,752,738,534,191719,197453,235485,0.49,67.4,300.3,43,30.2,16.3,53.5,2801.0
all,Evoker,Devastation,DPS,Ruby Life Pools,589,582,482,197396,200656,249829,0.62,62.5,298.1,23,47.8,13.0,39.1,2823.0
all,Evoker,Devastation,DPS,Temple of Sethraliss,821,792,540,200131,205511,244913,0.65,59.0,300.7,42,28.6,23.8,47.6,2828.0
all,Evoker,Devastation,DPS,The Blinding Vale,561,552,431,207559,209907,253312,0.68,59.4,299.0,16,43.8,43.8,12.5,2783.0
all,Evoker,Devastation,DPS,Voidscar Arena,751,739,565,186661,189807,234608,0.76,56.6,299.5,36,38.9,25.0,36.1,2824.0
all,Evoker,Preservation,Healer,Altar of Fangs,765,765,550,45622,44126,67570,0.67,59.9,299.9,42,33.3,35.7,31.0,2824.0
all,Evoker,Preservation,Healer,Den of Nalorakk,615,615,491,36303,34313,55285,0.77,52.0,298.9,23,39.1,43.5,17.4,2849.0
all,Evoker,Preservation,Healer,Kings' Rest,675,675,532,34983,33497,53097,0.7,58.1,298.9,24,29.2,45.8,25.0,2819.0
all,Evoker,Preservation,Healer,Murder Row,966,966,674,39420,38226,58236,0.51,67.7,300.2,55,29.1,25.5,45.5,2806.0
all,Evoker,Preservation,Healer,Ruby Life Pools,661,661,550,40531,38756,61979,0.69,59.2,297.9,30,30.0,46.7,23.3,2846.0
all,Evoker,Preservation,Healer,Temple of Sethraliss,724,724,497,39611,38172,58691,0.77,52.3,301.0,37,21.6,27.0,51.4,2845.0
all,Evoker,Preservation,Healer,The Blinding Vale,598,598,469,41723,40947,61715,0.8,54.2,298.9,18,61.1,16.7,22.2,2811.0
all,Evoker,Preservation,Healer,Voidscar Arena,709,709,557,38882,37513,58789,0.83,57.3,299.7,33,42.4,21.2,36.4,2840.0
all,Hunter,BeastMastery,DPS,Altar of Fangs,1393,1369,1189,189087,190952,243098,0.56,64.5,298.9,69,46.4,27.5,26.1,2831.0
all,Hunter,BeastMastery,DPS,Den of Nalorakk,1326,1304,1155,148696,150120,188498,0.52,65.5,298.6,66,39.4,28.8,31.8,2885.0
all,Hunter,BeastMastery,DPS,Kings' Rest,1826,1779,1534,131571,135750,163926,0.51,64.3,298.5,79,49.4,25.3,25.3,2840.0
all,Hunter,BeastMastery,DPS,Murder Row,1659,1623,1363,161696,166345,208639,0.36,77.0,299.4,105,44.8,26.7,28.6,2856.0
all,Hunter,BeastMastery,DPS,Ruby Life Pools,1589,1558,1432,167862,168430,219027,0.46,70.2,296.8,83,56.6,24.1,19.3,2849.0
all,Hunter,BeastMastery,DPS,Temple of Sethraliss,1785,1728,1437,176096,181980,224816,0.56,63.3,299.9,91,39.6,25.3,35.2,2875.0
all,Hunter,BeastMastery,DPS,The Blinding Vale,1496,1469,1310,180890,184404,229254,0.55,66.9,298.1,76,52.6,35.5,11.8,2878.0
all,Hunter,BeastMastery,DPS,Voidscar Arena,1744,1702,1472,161938,165682,209300,0.86,50.6,298.2,101,47.5,29.7,22.8,2850.0
all,Hunter,Marksmanship,DPS,Altar of Fangs,715,704,531,213155,217508,267806,0.58,63.6,301.3,40,25.0,15.0,60.0,2851.0
all,Hunter,Marksmanship,DPS,Den of Nalorakk,685,675,538,161051,164028,204562,0.5,64.7,300.0,21,23.8,19.0,57.1,2872.0
all,Hunter,Marksmanship,DPS,Kings' Rest,785,767,601,140946,145988,172335,0.5,65.1,301.0,36,19.4,33.3,47.2,2853.0
all,Hunter,Marksmanship,DPS,Murder Row,1296,1268,860,193424,199805,238455,0.38,72.6,302.3,79,24.1,12.7,63.3,2858.0
all,Hunter,Marksmanship,DPS,Ruby Life Pools,769,758,619,190417,195889,242187,0.5,65.5,299.8,39,48.7,15.4,35.9,2903.0
all,Hunter,Marksmanship,DPS,Temple of Sethraliss,1057,1041,711,192942,197624,234318,0.55,63.5,302.4,51,19.6,11.8,68.6,2838.0
all,Hunter,Marksmanship,DPS,The Blinding Vale,687,680,551,195925,198970,242767,0.61,62.4,300.0,23,43.5,13.0,43.5,2858.0
all,Hunter,Marksmanship,DPS,Voidscar Arena,807,800,631,178783,185277,224941,0.66,61.1,300.7,49,26.5,10.2,63.3,2854.0
all,Hunter,Survival,DPS,Altar of Fangs,170,169,145,175419,175790,222205,0.51,67.6,298.1,9,33.3,22.2,44.4,2971.0
all,Hunter,Survival,DPS,Den of Nalorakk,158,158,136,139680,136784,187285,0.49,65.8,297.7,6,33.3,33.3,33.3,2958.0
all,Hunter,Survival,DPS,Kings' Rest,181,181,146,124121,127509,160876,0.62,63.0,298.1,11,72.7,9.1,18.2,2948.0
all,Hunter,Survival,DPS,Murder Row,225,223,170,156451,162570,208472,0.43,72.4,299.0,24,33.3,20.8,45.8,2956.0
all,Hunter,Survival,DPS,Ruby Life Pools,180,179,165,164845,162801,212486,0.47,71.7,297.6,22,40.9,22.7,36.4,3029.0
all,Hunter,Survival,DPS,Temple of Sethraliss,201,198,167,166850,167562,220434,0.66,57.7,298.9,13,23.1,23.1,53.8,2916.0
all,Hunter,Survival,DPS,The Blinding Vale,191,190,163,171009,172298,219459,0.55,62.8,297.2,6,50.0,16.7,33.3,2925.0
all,Hunter,Survival,DPS,Voidscar Arena,194,193,168,152669,149562,203563,0.62,64.9,298.3,9,55.6,11.1,33.3,3032.0
all,Mage,Arcane,DPS,Altar of Fangs,5431,5267,3740,229756,236785,286587,0.54,63.7,302.7,267,27.7,29.6,42.7,2974.0
all,Mage,Arcane,DPS,Den of Nalorakk,5211,4994,3695,184198,189203,229377,0.53,64.1,302.1,224,23.7,34.4,42.0,2974.0
all,Mage,Arcane,DPS,Kings' Rest,5592,5320,3950,158456,163873,197077,0.52,63.0,302.2,252,24.2,36.1,39.7,3000.0
all,Mage,Arcane,DPS,Murder Row,8653,8092,5332,205205,211819,255046,0.44,69.1,302.9,507,23.9,30.4,45.8,2933.0
all,Mage,Arcane,DPS,Ruby Life Pools,5166,4988,3918,208629,214402,267490,0.46,67.5,300.6,257,29.2,35.8,35.0,3009.0
all,Mage,Arcane,DPS,Temple of Sethraliss,5117,4945,3655,201788,207903,251517,0.69,55.0,302.2,224,21.0,38.8,40.2,2980.0
all,Mage,Arcane,DPS,The Blinding Vale,5011,4834,3708,219454,225194,272666,0.64,58.6,301.6,217,27.6,31.8,40.6,2990.0
all,Mage,Arcane,DPS,Voidscar Arena,5531,5332,4015,195361,201954,248610,0.66,58.7,301.6,318,29.6,28.6,41.8,2969.0
all,Mage,Fire,DPS,Altar of Fangs,111,111,85,216282,226878,277700,0.42,74.8,298.0,3,66.7,0.0,33.3,2842.0
all,Mage,Fire,DPS,Den of Nalorakk,76,76,57,180200,183810,225977,0.3,76.3,297.4,2,50.0,0.0,50.0,2929.0
all,Mage,Fire,DPS,Kings' Rest,79,79,66,135710,148257,173485,0.22,82.3,296.0,5,80.0,20.0,0.0,2849.0
all,Mage,Fire,DPS,Murder Row,110,110,91,176159,189983,241950,0.25,82.7,296.9,7,57.1,0.0,42.9,2818.0
all,Mage,Fire,DPS,Ruby Life Pools,88,88,82,173699,176184,234017,0.33,78.4,294.6,2,50.0,0.0,50.0,2901.0
all,Mage,Fire,DPS,Temple of Sethraliss,69,69,59,178006,183789,236586,0.42,75.4,296.9,0,,,,2831.0
all,Mage,Fire,DPS,The Blinding Vale,78,78,66,185567,198323,238022,0.6,73.1,295.6,2,0.0,50.0,50.0,2822.0
all,Mage,Fire,DPS,Voidscar Arena,98,98,89,173854,185296,237167,0.45,72.4,295.7,4,100.0,0.0,0.0,2887.0
all,Mage,Frost,DPS,Altar of Fangs,146,143,138,147834,143836,204492,0.55,68.5,294.5,10,80.0,20.0,0.0,2868.0
all,Mage,Frost,DPS,Den of Nalorakk,132,131,128,124002,122596,167470,0.54,67.4,294.3,3,66.7,33.3,0.0,2804.0
all,Mage,Frost,DPS,Kings' Rest,213,213,203,113487,113813,153134,0.67,59.2,294.3,7,85.7,0.0,14.3,2752.0
all,Mage,Frost,DPS,Murder Row,207,206,197,136184,130116,188880,0.41,74.4,295.8,13,84.6,7.7,7.7,2735.0
all,Mage,Frost,DPS,Ruby Life Pools,263,262,244,145541,142247,200242,0.29,78.7,293.9,12,58.3,41.7,0.0,2961.0
all,Mage,Frost,DPS,Temple of Sethraliss,172,172,159,139541,138767,190195,0.73,56.4,295.1,10,70.0,10.0,20.0,2784.0
all,Mage,Frost,DPS,The Blinding Vale,169,167,160,153334,149458,203935,0.56,65.7,294.6,6,66.7,33.3,0.0,2774.0
all,Mage,Frost,DPS,Voidscar Arena,229,228,215,133208,129067,189001,0.63,59.4,295.1,15,73.3,26.7,0.0,2884.0
all,Monk,Brewmaster,Tank,Altar of Fangs,470,470,343,106150,109242,136145,0.33,77.2,298.9,19,47.4,26.3,26.3,3059.0
all,Monk,Brewmaster,Tank,Den of Nalorakk,583,583,435,88204,88339,113980,0.18,87.1,299.2,29,51.7,24.1,24.1,3062.0
all,Monk,Brewmaster,Tank,Kings' Rest,657,657,476,77964,79885,98681,0.25,82.2,298.7,24,62.5,29.2,8.3,3036.0
all,Monk,Brewmaster,Tank,Murder Row,816,816,567,93866,95630,121840,0.22,83.5,299.0,43,39.5,32.6,27.9,3025.0
all,Monk,Brewmaster,Tank,Ruby Life Pools,519,519,416,98899,99831,128320,0.29,79.2,297.9,26,65.4,15.4,19.2,3085.0
all,Monk,Brewmaster,Tank,Temple of Sethraliss,583,583,440,95448,96697,123102,0.19,85.8,298.9,19,42.1,21.1,36.8,2998.0
all,Monk,Brewmaster,Tank,The Blinding Vale,556,556,411,103197,105126,132052,0.19,87.9,298.6,23,43.5,30.4,26.1,3059.0
all,Monk,Brewmaster,Tank,Voidscar Arena,705,705,516,92849,93907,119336,0.33,77.2,299.4,42,57.1,19.0,23.8,3058.0
all,Monk,Mistweaver,Healer,Altar of Fangs,1152,1152,872,48480,49422,61768,0.4,71.4,298.6,61,57.4,27.9,14.8,2903.0
all,Monk,Mistweaver,Healer,Den of Nalorakk,1030,1030,806,39684,40159,51615,0.41,71.5,298.1,43,62.8,23.3,14.0,2911.0
all,Monk,Mistweaver,Healer,Kings' Rest,1059,1059,835,34704,35629,45312,0.42,70.7,298.0,51,60.8,23.5,15.7,2914.0
all,Monk,Mistweaver,Healer,Murder Row,1251,1251,969,41262,42022,53034,0.38,73.1,298.6,61,55.7,31.1,13.1,2917.0
all,Monk,Mistweaver,Healer,Ruby Life Pools,973,973,818,43994,45058,57919,0.43,69.8,296.6,52,65.4,25.0,9.6,2915.0
all,Monk,Mistweaver,Healer,Temple of Sethraliss,763,763,606,41431,42024,53994,0.53,65.3,298.0,32,68.8,21.9,9.4,2892.0
all,Monk,Mistweaver,Healer,The Blinding Vale,888,888,720,45156,46212,57513,0.46,68.4,297.3,46,56.5,23.9,19.6,2905.0
all,Monk,Mistweaver,Healer,Voidscar Arena,1136,1136,895,41380,42190,53436,0.4,71.0,297.8,80,58.8,23.8,17.5,2925.0
all,Monk,Windwalker,DPS,Altar of Fangs,958,953,721,207066,211628,271741,0.62,59.4,301.1,69,27.5,23.2,49.3,2896.0
all,Monk,Windwalker,DPS,Den of Nalorakk,919,913,720,163417,165534,213014,0.54,63.1,300.8,38,23.7,28.9,47.4,2879.0
all,Monk,Windwalker,DPS,Kings' Rest,902,898,705,135428,136748,176853,0.57,64.9,300.0,45,48.9,20.0,31.1,2925.0
all,Monk,Windwalker,DPS,Murder Row,1016,1012,743,181227,182580,242530,0.53,65.1,301.6,76,31.6,28.9,39.5,2921.0
all,Monk,Windwalker,DPS,Ruby Life Pools,814,809,691,180497,183316,243462,0.67,58.6,298.7,53,41.5,24.5,34.0,2943.0
all,Monk,Windwalker,DPS,Temple of Sethraliss,893,887,682,184933,188846,242569,0.65,57.8,300.7,45,35.6,26.7,37.8,2921.0
all,Monk,Windwalker,DPS,The Blinding Vale,889,888,681,191581,194154,251523,0.6,60.9,300.7,38,39.5,26.3,34.2,2912.0
all,Monk,Windwalker,DPS,Voidscar Arena,951,946,759,172553,175937,228121,0.68,61.1,300.2,64,40.6,23.4,35.9,2928.0
all,Paladin,Holy,Healer,Altar of Fangs,3612,3611,2627,29391,24676,54762,0.48,66.6,300.7,158,39.2,38.0,22.8,2961.0
all,Paladin,Holy,Healer,Den of Nalorakk,3094,3094,2330,25538,22071,46352,0.5,65.1,300.0,131,32.1,48.9,19.1,2962.0
all,Paladin,Holy,Healer,Kings' Rest,3405,3403,2484,24576,21520,44578,0.41,70.1,300.2,162,32.7,48.8,18.5,2975.0
all,Paladin,Holy,Healer,Murder Row,4119,4119,2976,25422,21094,48096,0.42,70.8,300.3,239,40.2,40.2,19.7,2970.0
all,Paladin,Holy,Healer,Ruby Life Pools,3258,3257,2545,25353,21912,45317,0.55,63.7,299.0,157,38.9,40.8,20.4,2977.0
all,Paladin,Holy,Healer,Temple of Sethraliss,3874,3873,2864,22807,19504,42012,0.64,57.4,300.2,165,39.4,44.8,15.8,2945.0
all,Paladin,Holy,Healer,The Blinding Vale,3365,3365,2573,25008,21360,45958,0.5,65.3,299.8,135,41.5,36.3,22.2,2954.0
all,Paladin,Holy,Healer,Voidscar Arena,3372,3371,2581,23338,20028,42291,0.51,66.3,299.3,173,47.4,35.3,17.3,2949.0
all,Paladin,Protection,Tank,Altar of Fangs,2466,2466,1780,112942,114154,143313,0.15,88.8,299.8,119,54.6,30.3,15.1,2964.0
all,Paladin,Protection,Tank,Den of Nalorakk,2030,2030,1557,87776,89348,110478,0.14,89.0,299.0,66,45.5,42.4,12.1,2987.0
all,Paladin,Protection,Tank,Kings' Rest,1882,1882,1496,73431,75484,92675,0.2,85.5,298.6,93,46.2,31.2,22.6,2967.0
all,Paladin,Protection,Tank,Murder Row,2614,2614,1930,94900,96604,122185,0.17,87.3,298.9,143,58.7,28.0,13.3,2956.0
all,Paladin,Protection,Tank,Ruby Life Pools,2109,2109,1708,100870,102316,130826,0.24,81.7,297.5,106,56.6,32.1,11.3,2981.0
all,Paladin,Protection,Tank,Temple of Sethraliss,2149,2149,1590,99069,100926,125163,0.14,88.1,299.3,87,48.3,31.0,20.7,2941.0
all,Paladin,Protection,Tank,The Blinding Vale,2077,2077,1632,104172,105759,131801,0.12,90.6,298.6,77,55.8,24.7,19.5,2963.0
